Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 92413,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1281,"Bolland, R. F.",10/16/88,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeki-Zaki",26.5067,127.877,,,,,,,46.00,,,,BOLLAND/RFB 1281,,,395425,,,,,,,,10/21/18 13:31,http://n2t.net/ark:/65665/3a2c724f4-2fe7-4bbf-bc3f-7a87cf77e1e7
USNM 92419,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1147,"Bolland, R. F.",4/26/88,Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village",26.5,127.848,,,,,,,67.00,,,,BOLLAND/RFB 1147,,,395425,,,,,,,,10/21/18 13:31,http://n2t.net/ark:/65665/3be980b15-9ee0-4633-a1d6-fba1693e2758
USNM 92935,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),RFB 1186,"Bolland, R. F.",6/8/88,Scuba - Hand,North Pacific Ocean,,,Japan,Okinawa,,,"Ryukyu Islands, Okinawa Island, Seragaki Beach, 1.3 Km ENE of Maeiki-Zaki",26.5067,127.877,,,,,,,37.00,,,,BOLLAND/RFB 1186,,,381691,,,,,,,,10/21/18 13:34,http://n2t.net/ark:/65665/3bea7303b-432d-447d-adbd-50df2e64674e
USNM 94442,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Mar-98,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),BI104,"France, S. C.",8/26/97,,North Pacific Ocean,,,United States,Hawaii,,,Bishop Seamount,18.8133,-159.058,,,Pisces V DSR/V,,,,1295.00,,,,,AF385319; AY268461; DQ297436,,407235,,,,,,,,10/6/21 14:02,http://n2t.net/ark:/65665/32319fb26-ed51-44d3-9a67-235d90ddc8f6
USNM 97984,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,1 ca.,,Alcohol (Ethanol),1343,University of Southern California,11/8/68,Dredge - Rock,South Pacific Ocean,,,,,,,,-54.833,-129.817,,USAP,Eltanin R/V,15,,,604.00,,,,USARP/EL/15/1343/USC,,,372336,,,,,,,,10/21/18 14:03,http://n2t.net/ark:/65665/3ac756f0c-eff7-4c5a-89ca-0baf55cf745a
USNM 97985,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,1 ca.,,Alcohol (Ethanol),1414,University of Southern California,2/10/69,Trawl - Blake,South Pacific Ocean,,,New Zealand,,,,Macquarie Ridge,-52.325,160.617,,USAP,Eltanin R/V,16,,,798.00,,,,USARP/EL/16/1414/USC,,,372336,,,,,,,,10/21/18 14:03,http://n2t.net/ark:/65665/3e39c24c4-088b-4ba5-9977-a176f4d09464
USNM 98166,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,500 ca.,,Alcohol (Ethanol),1536,University of Southern California,2/9/70,Trawl - Blake,South Atlantic Ocean,Scotia Sea,,,,,,South Georgia Island,-54.5,-39.342,,USAP,Eltanin R/V,22,,,686.00,,,,USARP/EL/22/1536/USC,,,372336,,,,,,,,10/21/18 14:04,http://n2t.net/ark:/65665/3e91fd8c0-829e-484d-b2dc-9a78a90ec482
USNM 98205,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,2,,Alcohol (Ethanol),282,Smithsonian Oceanographic Sorting Center,1/6/70,Trawl - Blake,South Pacific Ocean,,,Chile,Magallanes y Antartica Chilena,,,"Strait Of Magellan, west mouth of strait",-53.108,-75.767,,USAP,Eltanin R/V,21,,,1920.00,,,,USARP/EL/21/282/SOSC,,,372336,,,,,,,,10/21/18 14:04,http://n2t.net/ark:/65665/35b728547-7ca4-4cf8-a7c4-5d6e2ac25998
USNM 98319,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,1,,Alcohol (Ethanol),291,Smithsonian Oceanographic Sorting Center,1/8/70,"Trawl - Otter, Benthic",South Pacific Ocean,,,Chile,Magallanes y Antartica Chilena,,,"Strait Of Magellan, west mouth of strait",-52.883,-74.158,,USAP,Eltanin R/V,21,,,539.00,,,,USARP/EL/21/291/SOSC,,,372336,,,,,,,,10/21/18 14:04,http://n2t.net/ark:/65665/38d331bcf-1b55-4427-986a-47ffb2ec4543
USNM 98329,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project,1,,Alcohol (Ethanol),1718,University of Southern California,7/13/70,Trawl - Blake,South Pacific Ocean,,,,,,,,-38.475,-168.092,,USAP,Eltanin R/V,24,,,659.00,,,,USARP/EL/24/1718/USC,,,372336,,,,,,,,10/21/18 14:04,http://n2t.net/ark:/65665/383bb4ea8-25fb-4100-81a8-94eb8065a9ca
USNM 98330,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Sub Antarctic collection,1,,Alcohol (Ethanol),91,Smithsonian Oceanographic Sorting Center,6/8/79,Trawl - Blake,South Atlantic Ocean,Scotia Sea,,,,,,"South Georgia Island, south side of island",-55.01,-37.71,,USAP,Islas Orcadas R/V,575,,,501.00,,,,USARP/IS/575/91/SOSC,,,372336,,,,,,,,10/21/18 14:04,http://n2t.net/ark:/65665/391326345-6563-4972-abed-a24f8d843533
USNM 98802,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1-May,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),LAD-109,"France, S. C.; Berntson, E. A.",9/21/00,,North Pacific Ocean,,,United States,Hawaii,,,"Lanai Island, Keanapapa Point, SW Of Point",20.7825,-157.149,,,Pisces DSR/V,,,,1174.00,,,,,FJ264912; FJ389261; FJ642930; GU563307,,418557,,,,,,,,10/6/21 14:02,http://n2t.net/ark:/65665/3b40490c6-fec3-491f-8587-9b3a355e9781
USNM 98803,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1-May,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1 ca.,,Alcohol (Ethanol),OAD-106,"France, S. C.; Berntson, E. A.",9/18/00,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Kaena Point, Approx. 10 Km SW Of Point",21.5425,-158.378,,,Pisces DSR/V,,,,1094.00,,,,,,,418557,,,,,,,,10/21/18 14:06,http://n2t.net/ark:/65665/3033ffce6-8d48-4912-b56e-f05a351acf29
USNM 58160,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,2,,Alcohol (Ethanol),006C,"Squires, D. F.; Pawson, D. L.",1/30/70,Trawl,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Danco Coast, Gerlache Strait",-64.8417,-63.25,,USAP,Eastwind R/V,66,,,283.00,,,,USARP/EA/66/006C,,,266611,,,,,,,,10/21/18 14:32,http://n2t.net/ark:/65665/370d6fcd5-8c08-4c6d-b959-05750f9716df
USNM 75220,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",18-May-90,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,2,,Alcohol (Ethanol),21,"Tierney, J. Q.",12/27/64,,Antarctic Ocean,Ross Sea,,Antarctica,,,,"Marie Byrd Land, Off Saunders Coast",-76.5,-156.32,,Deep Freeze,Staten Island R/V,,,,,,,,,,,226935,,,,,,,,2/19/19 19:33,http://n2t.net/ark:/65665/3c58379eb-17a6-4535-b4d5-1aa0d212d2a2
USNM 77364,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1986,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,1,,Alcohol (Ethanol),1843,University of Maine,2/26/77,Net - Try,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Adelaide Island, shoal NW island",-67.23,-70.33,,USAP,Hero R/V,731,,,630.00,,,,USARP/HE/731/1843/UME,,,372336,,,,,,,,10/21/18 14:36,http://n2t.net/ark:/65665/328a46ecf-b87c-4f2b-9e84-8a6162f952f8
USNM 77365,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1986,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,1,,Alcohol (Ethanol),1931,University of Maine,3/9/77,Net - Try,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Bismarck Strait",-64.8014,-64.215,,USAP,Hero R/V,731,,,320.00,,,,USARP/HE/731/1931/UME,,,372336,,,,,,,,10/21/18 14:36,http://n2t.net/ark:/65665/3a0cdec74-3349-45cb-9062-b65b9a3d2784
USNM 77461,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",31-Dec-90,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,1,,Alcohol (Ethanol),1933,University of Maine,3/9/77,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Bismarck Strait",-64.8211,-64.05,,USAP,Hero R/V,731,,,650.00,,,,USARP/HE/731/1933/UME,,,372336,,,,,,,,10/21/18 14:36,http://n2t.net/ark:/65665/3160e2e9c-b175-4316-b411-faab69818fc9
USNM 77466,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",31-Dec-90,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,1 ca.,,Alcohol (Ethanol),1054,University of Southern California,4/3/68,Trawl - Blake,Antarctic Ocean,Scotia Sea,,,,,,"Scotia Ridge, west of South Sandwich Islands",-60.617,-29.967,,USAP,Eltanin R/V,12,,,1080.00,,,,USARP/EL/12/1054/USC,,,372336,,,,,,,,10/21/18 14:37,http://n2t.net/ark:/65665/3f1cc5ee3-6365-4872-aea5-c459e4217f88
USNM 79608,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1987,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1825,University of Maine,2/21/77,Net - Try,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Wilhelm Archipelago, Anvers Island, Bismarck Strait",-64.8367,-63.875,,USAP,Hero R/V,731,,,300.00,,,,USARP/HE/731/1825/UME,,,372336,,,,,,,,10/21/18 14:37,http://n2t.net/ark:/65665/3ef91a557-5072-4b54-9c1b-f2a146aae547
USNM 97986,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,2 ca.,,Alcohol (Ethanol),1082,University of Maine,2/27/76,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Adelaide Island, SW of island",-67.6633,-70.2708,,USAP,Hero R/V,721,,,650.00,,,,USARP/HE/721/1082/UME,,,372336,,,,,,,,10/21/18 14:39,http://n2t.net/ark:/65665/3ad3090c0-4811-4d3b-8081-71e1396c8d60
USNM 97987,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),31-1,"Hendler, G.; Smithsonian Oceanographic Sorting Center",3/26/86,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Dallmann Bay, Grand Island",-64.4133,-62.7633,,USAP,Hero R/V,824,,,620.00,,,,USARP/HE/824/31-1/SOSC-H,,,372336,,,,,,,,10/21/18 14:39,http://n2t.net/ark:/65665/3d2fe4c3c-9c19-4a1c-8095-8a2baa2009b4
USNM 98153,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,11 Fragment(s),,Alcohol (Ethanol),1812,University of Maine,2/20/77,"Trawl - Otter, Benthic",Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Neumayer Channel",-64.865,-63.6625,,USAP,Hero R/V,731,,,300.00,,,,USARP/HE/731/1812/UME,,,372336,,,,,,,,1/27/21 20:27,http://n2t.net/ark:/65665/3d6fc033d-9482-47b9-9e3a-b36cf35b60ad
USNM 98204,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",16-May-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1947,University of Maine,3/12/77,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Gerlache Strait, south of strait",-65.0086,-63.4683,,USAP,Hero R/V,731,,,250.00,,,,USARP/HE/731/1947/UME,,,372336,,,,,,,,10/21/18 14:40,http://n2t.net/ark:/65665/397de6716-c50b-4162-a911-e5a69632aa57
USNM 98206,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,4 Fragment(s),,Alcohol (Ethanol),1946,University of Southern California,2/3/71,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,Scott Island Bank,-67.508,-179.933,,USAP,Eltanin R/V,27,,,1080.00,,,,USARP/EL/27/1946/USC,,,372336,,,,,,,,1/27/21 20:27,http://n2t.net/ark:/65665/36a8e5765-fba7-4e74-b7e0-b8c4184669bc
USNM 98207,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),32-1,"Hendler, G.; Smithsonian Oceanographic Sorting Center",3/26/86,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Ryswyck Point",-64.625,-62.8533,,USAP,Hero R/V,824,,,670.00,,,,USARP/HE/824/32-1/SOSC-H,,,372336,,,,,,,,10/21/18 14:40,http://n2t.net/ark:/65665/3541119f6-63b1-4230-9732-aaef4ffcfb36
USNM 98320,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,10 Fragment(s),,Alcohol (Ethanol),1081,University of Maine,2/27/76,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Adelaide Island, SW of island",-67.6925,-70.2617,,USAP,Hero R/V,721,,,670.00,,,,USARP/HE/721/1081/UME,,,372336,,,,,,,,1/27/21 20:27,http://n2t.net/ark:/65665/3b6cf445d-da3f-4b7b-9fe0-ef1fcaa748ff
USNM 98396,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1085,University of Maine,2/28/76,"Trawl - Otter, Benthic",Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Biscoe Islands, Lavoisier Island, west of island",-65.9475,-67.7983,,USAP,Hero R/V,721,,,430.00,,,,USARP/HE/721/1085/UME,,,372336,,,,,,,,10/21/18 14:41,http://n2t.net/ark:/65665/3f0583495-8403-45ed-b7db-13499ea799f6
USNM 98413,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",23-Jul-00,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),2-Jul,University of Maine,2/17/85,Dredge,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Graham Land, Grandidier Channel",-65.4747,-64.5076,,USAP,Hero R/V,812,,,180.00,,,,USARP/HE/812/07-1/UME,,,372336,,,,,,,,10/21/18 14:41,http://n2t.net/ark:/65665/38e562948-f3f9-4ae2-8462-c311a56622ae
USNM 1007314,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2002,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,,9/4/05,,North Pacific Ocean,,,Canada,British Columbia,,,Vancouver Island,48.4375,-126.384,,,,,,,1168.00,,,,8,,,2026241,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/30d5ec62b-b4f8-4a45-999f-7daa42475895
USNM 1014741,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol); Dry,4,"Moffitt, R. B.; Chave, E. H.",2/7/07,panel trap,North Pacific Ocean,,,United States,Hawaii,,,Cross Seamount,18.688,-158.299,,,,OES 03-01,,,477.00,,,,,,,2028684,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/387a6a7be-9984-439d-8cbd-a85084619a5c
USNM 1014922,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",6-May,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,Anthogorgia sp.,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),81089,,12/20/85,dredge + pipe- 30 in,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Mamala Bay",21.2583,-157.885,,,Janthina VII R/V,,,,421.00,,,,,,,2025659,,,,,,,,1/15/17 18:11,http://n2t.net/ark:/65665/3b2bb79dc-b297-453a-b101-9de21371dbd0
