"﻿Catalog_Number"	"Kind_of_Object"	"Scientific_Name"	"Family"	"Phylum"	"Class"	"Order"	"Identified_By"	"Date_Identified"	"Current_Identification"	"Other_Identifications"	"Type_Status"	"Type_Citations"	"Kind_of_Voucher"	"Classification"	"Common_Name"	"Collection_Name"	"Specimen_Count"	"Sex_and_Stage"	"Preparation"	"Station_Number"	"Collector(s)"	"Date_Collected"	"Collection_Method"	"Ocean"	"Sea/Gulf"	"Bay/Sound"	"Country"	"Province/State"	"District/County"	"City/Town"	"Precise_Locality"	"Centroid_Latitude"	"Centroid_Longitude"	"Elevation_(m)"	"Expedition_Name"	"Vessel"	"Cruise"	"River_Basin"	"Microhabitat_Description"	"Depth_(m)"	"Depth_Notes"	"Geologic_Age"	"Notes"	"Field_Number(s)"	"GenBank_Numbers"	"Other_Numbers_(Type:Value)"	"Accession_Number"	"Genetic_Sample_Type"	"Biorepository_Number"	"Specimen_Voucher_Number"	"Bold_ID"	"Preservation_Method"	"Embargo?"	"Depleted?"	"Record_Last_Modified"	"EZID"
"USNM 1091378"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History"	"19-Jul-10"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"1928"	"Humes, A. G."	NA	NA	"South Pacific Ocean"	NA	NA	"Indonesia"	"Moluccas"	NA	NA	"Ceram Island, Parang Island"	-3.2833	130.747	NA	NA	"Alpha Helix R/V"	NA	NA	NA	10	NA	NA	NA	"Humes 1928"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/366bc73e5-da83-49b6-86d9-13d373bcaee3"
"USNM 1091379"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	NA	"Forhan, T."	NA	NA	"North Pacific Ocean"	NA	NA	"Philippines"	"Bohol"	NA	NA	"Bohol Island"	10.2983	124.182	NA	NA	NA	NA	NA	NA	40	NA	NA	NA	"F7"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/3e994b834-9efc-46ac-9016-344893bfe148"
"USNM 1091380"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"1922"	"Humes, A. G."	NA	NA	"South Pacific Ocean"	NA	NA	"Indonesia"	"Moluccas"	NA	NA	"Ceram Island, Parang Island"	-3.2833	130.747	NA	NA	"Alpha Helix R/V"	NA	NA	NA	10	NA	NA	NA	"Humes 1922"	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/3224165e0-5f07-4750-9682-80c1d5e0357c"
"USNM 1104702"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"van Ofwegen, Leen P."	"30-Jan-86"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"3"	NA	"Alcohol (Ethanol)"	"400C"	NA	NA	NA	"Indian Ocean"	NA	NA	"Mozambique"	NA	NA	NA	"Beira, 50 Mile SE"	-20.5	35.72	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"8"	NA	NA	62	NA	NA	NA	NA	NA	NA	412580	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/39afd2df6-0941-437f-93c6-521c64078caa"
"USNM 1156204"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	NA	"Slack-Smith, S. M.; Marsh, L."	NA	"Trawl - Otter"	"Indian Ocean"	NA	NA	"Australia"	"Western Australia"	NA	NA	"Monte Bello Island, north northeast of Island"	-19.75	116.017	NA	NA	NA	NA	NA	"large sponges and soft coral"	100	NA	NA	NA	"408-80"	NA	NA	347966	NA	NA	NA	NA	NA	NA	NA	"1/15/17 18:14"	"http://n2t.net/ark:/65665/393893501-dc71-4349-b26b-2327e6828c9c"
"USNM 1224177"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF-22"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu Island, channeled ocean reef, N Nananu-I-Ra Island"	-17.3	178.22	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/34425158e-3fdd-4647-8e5a-60d714b362ca"
"USNM 1224212"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 26"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu Island, Embayment reef east shore Nananu-I-Ra"	-17.3	178.22	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/363eb3bdf-82fe-4021-95d2-17b24b9fbe5f"
"USNM 1224274"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF-28"	"Vosburgh, F."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Nananu-I-Ra Island, ocean reef, off Viti Levu Island"	-17.3	178.22	NA	NA	NA	NA	NA	NA	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/31c1ca19f-be72-4075-9e86-e68734868cf5"
"USNM 1224280"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"30 BU"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Cakau Bu, ocean reef N of Nananu-I-Ra"	-17.3	178.22	NA	NA	NA	NA	NA	NA	11	NA	NA	"Collectors notes: \"caliculars distinctly en chevron Muricella?\""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/3e440a8c3-7993-415c-b71d-5ce76e1c83c0"
"USNM 1224281"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 43"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu Island, Ocean Reef North Of Nananu-I-Ra"	-17.3	178.22	NA	NA	NA	NA	NA	NA	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/3711816ef-801b-4897-ab8d-06d764db909a"
"USNM 1224282"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 47"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Cakau Levu Island, East of Nananu-I-Cake, plane _|_ to current"	-17.3	178.22	NA	NA	NA	NA	NA	NA	11	NA	NA	"collector's note: \"Plane _|_ to current\""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/3ada74906-0ea7-481f-b5d6-15ac7db7732d"
"USNM 1224283"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 48"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Cakau Levu Island, E face, East of Nananu-I-Cake, plane oriented _|_ to current."	-17.3	178.22	NA	NA	NA	NA	NA	NA	9	NA	NA	"collector's notes: \"plane oriented _|_ to current.\""	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/32a444be3-9f7b-4cad-ad03-de2769444db7"
"USNM 1224284"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"WF 49"	"Muzik, K."	NA	NA	"South Pacific Ocean"	NA	NA	"Fiji"	NA	NA	NA	"Viti Levu, Cakau Levu Island, E face, East of Nananu-I-Cake."	-17.3	178.22	NA	NA	NA	NA	NA	NA	11	NA	NA	"Calicilars insonsistent some in beautiful chevrons some irregular"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"10/1/20 15:17"	"http://n2t.net/ark:/65665/31ddc7398-2085-486a-aa4c-d92d6528b27a"
"USNM 1232746"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0975"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3bf1f6e0f-ddc2-4f59-aab3-59b643df101a"
"USNM 1232747"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0975"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/34a8f2daa-af78-4118-bbdb-678adfb6f96d"
"USNM 1232748"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0975"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/34a9db7d4-d6c6-4553-84d8-a3e579cfb3c3"
"USNM 1232749"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0975"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0975"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/32c2690db-7faf-41f1-8d1d-03404ddf4ee6"
"USNM 1232750"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0969"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0969"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/37740104c-43f7-4fd3-aa0f-7078eda2dd9e"
"USNM 1232751"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0981"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	79	NA	NA	NA	"BOLLAND/RFB 0981"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3366bab6f-2f46-48b2-ab61-11bf034a2eb3"
"USNM 1232752"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0976"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 0976"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/36f6da423-1a9a-4f5e-80c5-a586eb673887"
"USNM 1232753"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0979"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	61	NA	NA	NA	"BOLLAND/RFB 0979"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3d0b5fd89-013a-4732-85ab-3d1c563f0177"
"USNM 1232754"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Dry"	"RFB 0965"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	73	NA	NA	NA	"BOLLAND/RFB 0965"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3ea76cafd-91e0-4458-8739-2db87310d929"
"USNM 1232755"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0985"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.6	127.848	NA	NA	NA	NA	NA	NA	46	NA	NA	NA	"BOLLAND/RFB 0985"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/306661e87-63b2-4ee3-a139-759bed5dd2e5"
"USNM 1232757"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0983"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	52	NA	NA	NA	"BOLLAND/RFB 0983"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3034a9497-28d5-4224-a1fd-9ebbb13d79d9"
"USNM 1232758"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Coffer, Timothy E., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Dry"	"RFB 0984"	"Bolland, R. F."	NA	"Scuba - Hand"	"North Pacific Ocean"	NA	NA	"Japan"	"Okinawa"	NA	NA	"Ryukyu Islands, Okinawa Island, Horseshoe Cliffs, 1 Km WNW of Onna Village"	26.5	127.848	NA	NA	NA	NA	NA	NA	67	NA	NA	NA	"BOLLAND/RFB 0984"	NA	NA	346879	NA	NA	NA	NA	NA	NA	NA	"3/21/18 15:38"	"http://n2t.net/ark:/65665/3ab07405d-4715-471e-90a6-739f314ccc10"
"USNM 1249963"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	NA	NA	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"2"	NA	"Dry; Dry"	"269C"	NA	NA	NA	"Indian Ocean"	"Arabian Sea, Gulf of Oman"	NA	"Oman"	NA	NA	NA	"Muscat"	23.58	58.82	NA	"IIOE - International Indian Ocean Expedition"	"Anton Bruun R/V"	"4B"	NA	NA	124	NA	NA	NA	NA	NA	"collector number : LC-20"	NA	NA	NA	NA	NA	NA	NA	NA	"10/9/18 17:16"	"http://n2t.net/ark:/65665/3feba18df-252d-418a-8fbb-f1ed3b8cc751"
"USNM 1439540"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	"2016"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5"	"Grigg, R. W.; Eldredge, L. G."	NA	"Dredge"	"North Pacific Ocean"	NA	NA	"Northern Mariana Islands"	NA	NA	NA	"Rota Island, Rota Banks"	13.81	144.96	NA	NA	"Panglou Oro R/V"	NA	NA	NA	298	NA	NA	NA	NA	NA	NA	2079514	NA	NA	NA	NA	NA	NA	NA	"2/11/21 14:35"	"http://n2t.net/ark:/65665/37ba23f38-8a88-490f-83fb-4f7f6043afd7"
"USNM 1439541"	NA	"Muricella sp."	"Acanthogorgiidae"	"Cnidaria"	"Anthozoa"	"Gorgonacea"	"Cairns, Stephen D., (IZ), Smithsonian Institution - National Museum of Natural History (UNITED STATES)"	"2016"	"Muricella sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria"	NA	NA	NA	NA	"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae"	"Octocorals"	NA	"1"	NA	"Alcohol (Ethanol)"	"5"	"Grigg, R. W.; Eldredge, L. G."	NA	"Dredge"	"North Pacific Ocean"	NA	NA	"Northern Mariana Islands"	NA	NA	NA	"Rota Island, Rota Banks"	13.81	144.96	NA	NA	"Panglou Oro R/V"	NA	NA	NA	298	NA	NA	NA	NA	NA	NA	2079514	NA	NA	NA	NA	NA	NA	NA	"2/11/21 14:36"	"http://n2t.net/ark:/65665/3e2476a86-96db-4572-b25b-40ae0cc6c9b2"
