Catalog Number,Kind of Object,Scientific Name,Family,Phylum,Class,Order,Identified By,Date Identified,Current Identification,Other Identifications,Type Status,Type Citations,Kind of Voucher,Classification,Common Name,Collection Name,Specimen Count,Sex and Stage,Preparation,Station Number,Collector(s),Date Collected,Collection Method,Ocean,Sea/Gulf,Bay/Sound,Country,Province/State,District/County,City/Town,Precise Locality,Centroid Latitude,Centroid Longitude,Elevation (m),Expedition Name,Vessel,Cruise,River Basin,Microhabitat Description,Depth (m),Depth Notes,Geologic Age,Notes,Field Number(s),GenBank Numbers,Other Numbers (Type : Value),Accession Number,Genetic Sample Type,Biorepository Number,Specimen Voucher Number,Bold ID,Preservation Method,Embargo?,Depleted?,Record Last Modified,EZID
USNM 77466,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",30-Dec-86,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar Antarctic collection,1 ca.,,Alcohol (Ethanol),1054,University of Southern California,2-Apr-64,Trawl - Blake,Antarctic Ocean,Scotia Sea,,,,,,"Scotia Ridge, west of South Sandwich Islands",-60.617,-29.967,,USAP,Eltanin R/V,12,,,824 to 1080,,,,USARP/EL/12/1054/USC,,,372336,,,,,,,,10/20/14 14:37,http://n2t.net/ark:/65665/3f1cc5ee3-6365-4872-aea5-c459e4217f88
USNM 79608,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",1987,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1825,University of Maine,20-Feb-73,Net - Try,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Wilhelm Archipelago, Anvers Island, Bismarck Strait",-64.8367,-63.875,,USAP,Hero R/V,731,,,280 to 300,,,,USARP/HE/731/1825/UME,,,372336,,,,,,,,10/20/14 14:37,http://n2t.net/ark:/65665/3ef91a557-5072-4b54-9c1b-f2a146aae547
USNM 97986,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,2 ca.,,Alcohol (Ethanol),1082,University of Maine,26-Feb-72,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Adelaide Island, SW of island",-67.6633,-70.2708,,USAP,Hero R/V,721,,,580 to 650,,,,USARP/HE/721/1082/UME,,,372336,,,,,,,,10/20/14 14:39,http://n2t.net/ark:/65665/3ad3090c0-4811-4d3b-8081-71e1396c8d60
USNM 97987,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),31-1,"Hendler, G.; Smithsonian Oceanographic Sorting Center",25-Mar-82,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Dallmann Bay, Grand Island",-64.4133,-62.7633,,USAP,Hero R/V,824,,,620,,,,USARP/HE/824/31-1/SOSC-H,,,372336,,,,,,,,10/20/14 14:39,http://n2t.net/ark:/65665/3d2fe4c3c-9c19-4a1c-8095-8a2baa2009b4
USNM 98153,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,11 Fragment(s),,Alcohol (Ethanol),1812,University of Maine,19-Feb-73,"Trawl - Otter, Benthic",Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Neumayer Channel",-64.865,-63.6625,,USAP,Hero R/V,731,,,280 to 300,,,,USARP/HE/731/1812/UME,,,372336,,,,,,,,1/26/17 20:27,http://n2t.net/ark:/65665/3d6fc033d-9482-47b9-9e3a-b36cf35b60ad
USNM 98204,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",15-May-96,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1947,University of Maine,11-Mar-73,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Gerlache Strait, south of strait",-65.0086,-63.4683,,USAP,Hero R/V,731,,,204 to 250,,,,USARP/HE/731/1947/UME,,,372336,,,,,,,,10/20/14 14:40,http://n2t.net/ark:/65665/397de6716-c50b-4162-a911-e5a69632aa57
USNM 98206,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",Jun-96,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,4 Fragment(s),,Alcohol (Ethanol),1946,University of Southern California,2-Feb-67,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,Scott Island Bank,-67.508,-179.933,,USAP,Eltanin R/V,27,,,1080,,,,USARP/EL/27/1946/USC,,,372336,,,,,,,,1/26/17 20:27,http://n2t.net/ark:/65665/36a8e5765-fba7-4e74-b7e0-b8c4184669bc
USNM 98207,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Coffer, Timothy E., Smithsonian Institution, National Museum of Natural History",Jun-96,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),32-1,"Hendler, G.; Smithsonian Oceanographic Sorting Center",25-Mar-82,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Palmer Archipelago, Anvers Island, Ryswyck Point",-64.625,-62.8533,,USAP,Hero R/V,824,,,640 to 670,,,,USARP/HE/824/32-1/SOSC-H,,,372336,,,,,,,,10/20/14 14:40,http://n2t.net/ark:/65665/3541119f6-63b1-4230-9732-aaef4ffcfb36
USNM 98320,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",Jun-96,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,10 Fragment(s),,Alcohol (Ethanol),1081,University of Maine,26-Feb-72,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Adelaide Island, SW of island",-67.6925,-70.2617,,USAP,Hero R/V,721,,,500 to 670,,,,USARP/HE/721/1081/UME,,,372336,,,,,,,,1/26/17 20:27,http://n2t.net/ark:/65665/3b6cf445d-da3f-4b7b-9fe0-ef1fcaa748ff
USNM 98396,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,,,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1085,University of Maine,27-Feb-72,"Trawl - Otter, Benthic",Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Biscoe Islands, Lavoisier Island, west of island",-65.9475,-67.7983,,USAP,Hero R/V,721,,,405 to 430,,,,USARP/HE/721/1085/UME,,,372336,,,,,,,,10/20/14 14:41,http://n2t.net/ark:/65665/3f0583495-8403-45ed-b7db-13499ea799f6
USNM 98413,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",22-Jul-96,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,1,,Alcohol (Ethanol),1-Jul,University of Maine,16-Feb-81,Dredge,Antarctic Ocean,,,Antarctica,,,,"Antarctic Peninsula, Graham Land, Grandidier Channel",-65.4747,-64.5076,,USAP,Hero R/V,812,,,176 to 180,,,,USARP/HE/812/07-1/UME,,,372336,,,,,,,,10/20/14 14:41,http://n2t.net/ark:/65665/38e562948-f3f9-4ae2-8462-c311a56622ae
USNM 1007314,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2002,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),,,3-Sep-01,,North Pacific Ocean,,,Canada,British Columbia,,,Vancouver Island,48.4375,-126.384,,,,,,,to 1168,,,,8,,,2026241,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/30d5ec62b-b4f8-4a45-999f-7daa42475895
USNM 1014741,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",2003,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol); Dry,4,"Moffitt, R. B.; Chave, E. H.",6-Feb-03,panel trap,North Pacific Ocean,,,United States,Hawaii,,,Cross Seamount,18.688,-158.299,,,,OES 03-01,,,477,,,,,,,2028684,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/387a6a7be-9984-439d-8cbd-a85084619a5c
USNM 1014922,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",May-02,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,Anthogorgia sp.,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),81089,,19-Dec-81,dredge + pipe- 30 in,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Mamala Bay",21.2583,-157.885,,,Janthina VII R/V,,,,to 421,,,,,,,2025659,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3b2bb79dc-b297-453a-b101-9de21371dbd0
USNM 1015658,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Grasshoff, M.",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,Acalycigorgia sp.,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),4,,1979,,North Pacific Ocean,,,Japan,Kochi,,Kochi,"Okino Shima Island, East coast of Hime Jima Island",,,,,,,,,,,,,,,,,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3014b6993-e5f6-4529-9367-b1e317a79738
USNM 1016235,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5A,,,,North Pacific Ocean,,,Japan,,,,Minabe,,,,,,,,,,,,,,,,401987,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3365b874a-0d71-4410-86f9-87a907e1c82d
USNM 1016244,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),5B,,,,North Pacific Ocean,,,Japan,,,,Minabe,,,,,,,,,,,,,,,,401987,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3f740c034-e560-4161-aa73-b89a8381068d
USNM 1016349,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2002,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),116,"Boutillier, J. A.",4-Sep-02,,North Pacific Ocean,,,Canada,,,,,53.6842,-133.316,,,,,,,867 to 884,,,,,,,2026241,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3b91fe6d5-7aa6-48fd-9d94-fee29d5f2c8e
USNM 1019006,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Bayer, Frederick M., Smithsonian Institution, National Museum of Natural History",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,USAP project; Polar antarctic collection,5,,Alcohol (Ethanol),11,"Pawson, D. L.; Squires, D. F.",2-Feb-66,Trawl - Blake,Antarctic Ocean,,,Antarctica,,,,"South Shetland Islands, Low Island, NE of Island",-63.15,-61.3567,,USAP,Eastwind R/V,66,,,589 to 722,,,,USARP/EA/66/011,,,266611,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/393de407c-2c43-470f-83d6-a1991198055f
USNM 1027062,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Zibrowius, Helmut; Cairns, Stephen D.",2003,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),T627SlotA10,,,,North Pacific Ocean,,,United States,California,,,"Pioneer Seamount, South of Farallon Islands",37.6597,-123.731,,,,,,,to 1615,,,,,,,2032524,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3967c524b-fbf9-49d2-b278-5f4253578004
USNM 1071207,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Ethanol - 95%,P5-594,,16-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Hawaii Island, Keahole Point",19.8012,-156.137,,,Pisces V DSR/V,,,,400,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/30268e814-0a69-4e51-b7b9-d01acf6dd5cf
USNM 1071208,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Ethanol - 95%,P5-594,,16-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Hawaii Island, Keahole Point",19.8012,-156.137,,,Pisces V DSR/V,,,,400,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3c8a2e730-9df6-4d2d-8e11-81f0ab8598fd
USNM 1071246,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),P5-588,,9-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,Cross Seamount,18.7267,-158.262,,,Pisces V DSR/V,,,,404 to 410,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3a89acec8-9d0e-4b6d-9164-8d39f0d3fa06
USNM 1071252,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),P5-595,,17-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Hawaii Island, Keahole Point",19.8026,-156.628,,,Pisces V DSR/V,,,,404.28,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3d4c800e9-576e-4847-8e26-f2c2ba36e4e8
USNM 1071253,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),P5-595,,17-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Hawaii Island, Keahole Point",19.8026,-156.628,,,Pisces V DSR/V,,,,395.59,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/30e7b07ea-af93-46ca-b3f4-4029ca7c8c20
USNM 1071428,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,P5-593,,15-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Hawaii Island, Keahole Point",19.8011,-156.129,,,Pisces V DSR/V,,,,485.31,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/307d7847a-0021-4c40-8b0a-50b12cb4c438
USNM 1071429,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,P5-589,,10-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,Cross Seamount,18.7274,-158.263,,,Pisces V DSR/V,,,,388.56,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e8cb2526-409b-43ab-9910-71031f7f828f
USNM 1071430,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,P5-589,,10-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,Cross Seamount,18.7274,-158.263,,,Pisces V DSR/V,,,,388.09 to 437.71,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/391006d76-227b-4816-9e84-9fc66030c2ae
USNM 1071431,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2004,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Dry,P5-584,,4-Oct-04,,North Pacific Ocean,,,United States,Hawaii,,,"Oahu Island, Makapuu Point",21.3113,-157.558,,,Pisces V DSR/V,,,,395.7,,,,,,,2035082,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3af367264-61f1-46f7-b863-445e9cfda7f5
USNM 1072344,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2005,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Ethanol - 95%; Alcohol (Ethanol),P5-526,"Baco-Taylor, A.",9-Oct-03,Submersible,North Pacific Ocean,,,United States,Hawaii,,,Pioneer Bank,25.5742,-173.506,,,Pisces V DSR/V,526,,,1743.7,,,,,,,2031480,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3daef435a-ee9d-43d2-98f3-853163ed7044
USNM 1072361,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Cairns, Stephen D., Smithsonian Institution, National Museum of Natural History",2005,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,2,,Alcohol (Ethanol); Ethanol - 95%,P5-543,"Baco-Taylor, A.",1-Nov-03,Submersible,North Pacific Ocean,,,United States,Hawaii,,,"Necker Island, Seamount East of Island",23.2319,-163.519,,,Pisces V DSR/V,,,,1720,,,,,,,2031480,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/340304788-f59d-42af-a3c1-124e1f368d17
USNM 1075338,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"Verseveldt; van Ofwegen, Leen P.",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),445,,16-Dec-64,Trawl,Indian Ocean,,,Somalia,,,,SW Of Ras Binnah,9.68,51.05,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,9,,,60 to 70,,,,,,,260812,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/36cd5d5b2-e91d-41a3-805d-dfe014435b1b
USNM 1075668,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",4-May-82,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),444,,16-Dec-64,,Indian Ocean,,,Somalia,,,,Off NE Coast,9.6,51.02,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,9,,,to 80,,,,,,,260812,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3180904d4-70da-4be4-ba47-d71a95089ca2
USNM 1075758,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",16-Mar-82,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,,Alcohol (Ethanol),442,,16-Dec-64,Trawl,Indian Ocean,,,Somalia,,,,Off NE Coast,9.55,50.98,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,9,,,70 to 80,,,,,,,260812,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e696fe28-0faa-44ae-8059-fe72c4c251c7
USNM 1076007,Specimen/Lot,Acanthogorgia sp.,Acanthogorgiidae,Cnidaria,Anthozoa,Gorgonacea,"van Ofwegen, Leen P.",,Acanthogorgia sp. : Acanthogorgiidae : Gorgonacea : Anthozoa : Cnidaria,,,,,"Animalia, Cnidaria, Anthozoa, Octocorallia, Gorgonacea, Holaxonia, Acanthogorgiidae",Octocorals,,1,1,Alcohol (Ethanol),270A,,4-Dec-63,Trawl,Indian Ocean,Arabian Sea,,Oman,,,,Off Coast,22.108,74.792,,IIOE - International Indian Ocean Expedition,Anton Bruun R/V,4B,,,55,,,,,,,264511,,,,,,,,1/14/13 18:11,http://n2t.net/ark:/65665/3e8c9b07e-1f92-4d7f-aebe-9d08eacb6aee
